Title,Authors,Year,DOI,URL,Abstract
Predicting and Understanding Landslide Events With Explainable AI,"Enrico Collini, Luciano Alessandro Ipsaro Palesi, Paolo Nesi, Gianni Pantaleo, Nicola Nocentini, Ascanio Rosi",2022,https://doi.org/10.1109/access.2022.3158328,https://openalex.org/W4226449712,"Rainfall induced landslide is one of the main geological hazard in Italy and in the world. Each year it causes fatalities, casualties and economic and social losses on large populated areas. Accurate short-term predictions of landslides can be extremely important and useful, in order to both provide local authorities with efficient prediction/early warning and increase the resilience to manage emergencies. There is an extensive literature addressing the problem of computing landslide susceptibility maps (which is a classification problem exploiting a large range of static features) and only few on actual short terms predictions (spatial and temporal). The short-term prediction models are still empirical and obtain unsatisfactory results, also in the identification of the predictors. The new aspects addressed in this paper are: (i) a short-term prediction model (1 day in advance) of landslide based on machine learning, (ii) real time features as good predictors. The introduction of explainable artificial intelligence techniques allowed to understand global and local feature relevance. In order to find the best prediction model, some machine learning solutions have been implemented and assessed. The obtained models overcome the ones available in literature. The validation has been performed in the context of the Metropolitan City of Florence, data from 2013 to 2019. The method based on XGBoost achieved best results, demonstrating that it is the most reliable and robust against false alarms. Finally, we applied explainable artificial intelligence techniques locally and globally to derive a deep understanding of the predictive model's outputs and features' relevance, and relationships. The analysis allowed us to identify the best feature for short term predictions and their impact in local cases and global prediction model. Solutions have been implemented on Snap4City.org infrastructure."
A Real-time Pothole Detection Based on Deep Learning Approach,"Yeoh Keng Yik, Nurul Ezaila Alias, Yusmeeraz Yusof, Suhaila Isaak",2021,https://doi.org/10.1088/1742-6596/1828/1/012001,https://openalex.org/W3133686433,"Abstract Today, the number of vehicles using the road including highways and single carriage way is increasing. road structure safety monitoring system that is safe for road users and also important to ensure long-term vehicle safety and prevent accidents due to road damage such as potholes, landslides and uneven roads. Most news reports of road accidents are also caused by potholes that are almost 10-30 cm deep, coupled with heavy rainfall that reduces visibility among drivers, significant damage to the suspension system to the vehicle or unnecessary traffic congestion. In this paper, deep learning detection with YOLOv3 algorithm is proposed apart from researches ranging from accelerometer detection, image processing or machine learning based detection as it is easier to develop and provide more accurate results. After pothole has been detected in real-time webcam, the location will be logged and displayed using Google Maps API for visualization. a total of 330 sets of data were sampled for the implementation of the pothole detection training model. As the results, the model provided 65.05 mAP and 0.9 % precision rate and 0.41 recall rate. The limitation of YOLOv3 algorithm detection can be improve further using GPU with higher specification performances and can sample 1000 to 10,000 datasets. The proposed algorithm provides acceptably high precision and efficient pothole monitoring solution under different scenarios for the users and may benefit the public and the government to monitor pothole in real-time."
Machine Learning: New Potential for Local and Regional Deep-Seated Landslide Nowcasting,"Adriaan van Natijne, Roderik Lindenbergh, Thom Bogaard",2020,https://doi.org/10.3390/s20051425,https://openalex.org/W3009693920,"Nowcasting and early warning systems for landslide hazards have been implemented mostly at the slope or catchment scale. These systems are often difficult to implement at regional scale or in remote areas. Machine Learning and satellite remote sensing products offer new opportunities for both local and regional monitoring of deep-seated landslide deformation and associated processes. Here, we list the key variables of the landslide process and the associated satellite remote sensing products, as well as the available machine learning algorithms and their current use in the field. Furthermore, we discuss both the challenges for the integration in an early warning system, and the risks and opportunities arising from the limited physical constraints in machine learning. This review shows that data products and algorithms are available, and that the technology is ready to be tested for regional applications."
On the Importance of Train–Test Split Ratio of Datasets in Automatic Landslide Detection by Supervised Classification,"Kamila Pawłuszek-Filipiak, Andrzej Borkowski",2020,https://doi.org/10.3390/rs12183054,https://openalex.org/W3087103930,"Many automatic landslide detection algorithms are based on supervised classification of various remote sensing (RS) data, particularly satellite images and digital elevation models (DEMs) delivered by Light Detection and Ranging (LiDAR). Machine learning methods require the collection of both training and testing data to produce and evaluate the classification results. The collection of good quality landslide ground truths to train classifiers and detect landslides in other regions is a challenge, with a significant impact on classification accuracy. Taking this into account, the following research question arises: What is the appropriate training–testing dataset split ratio in supervised classification to effectively detect landslides in a testing area based on DEMs? We investigated this issue for both the pixel-based approach (PBA) and object-based image analysis (OBIA). In both approaches, the random forest (RF) classification was implemented. The experiments were performed in the most landslide-affected area in Poland in the Outer Carpathians-Rożnów Lake vicinity. Based on the accuracy assessment, we found that the training area should be of a similar size to the testing area. We also found that the OBIA approach performs slightly better than PBA when the quantity of training samples is significantly lower than the testing samples. To increase detection performance, the intersection of the OBIA and PBA results together with median filtering and the removal of small elongated objects were performed. This allowed an overall accuracy (OA) = 80% and F1 Score = 0.50 to be achieved. The achieved results are compared and discussed with other landslide detection-related studies."
A Novel Decomposition-Ensemble Learning Model Based on Ensemble Empirical Mode Decomposition and Recurrent Neural Network for Landslide Displacement Prediction,"Xiaoxu Niu, Junwei Ma, Yankun Wang, Junrong Zhang, Hongjie Chen, Huiming Tang",2021,https://doi.org/10.3390/app11104684,https://openalex.org/W3164422209,"As vital comments on landslide early warning systems, accurate and reliable displacement prediction is essential and of significant importance for landslide mitigation. However, obtaining the desired prediction accuracy remains highly difficult and challenging due to the complex nonlinear characteristics of landslide monitoring data. Based on the principle of “decomposition and ensemble”, a three-step decomposition-ensemble learning model integrating ensemble empirical mode decomposition (EEMD) and a recurrent neural network (RNN) was proposed for landslide displacement prediction. EEMD and kurtosis criteria were first applied for data decomposition and construction of trend and periodic components. Second, a polynomial regression model and RNN with maximal information coefficient (MIC)-based input variable selection were implemented for individual prediction of trend and periodic components independently. Finally, the predictions of trend and periodic components were aggregated into a final ensemble prediction. The experimental results from the Muyubao landslide demonstrate that the proposed EEMD-RNN decomposition-ensemble learning model is capable of increasing prediction accuracy and outperforms the traditional decomposition-ensemble learning models (including EEMD-support vector machine, and EEMD-extreme learning machine). Moreover, compared with standard RNN, the gated recurrent unit (GRU)-and long short-term memory (LSTM)-based models perform better in predicting accuracy. The EEMD-RNN decomposition-ensemble learning model is promising for landslide displacement prediction."
A New Integrated Approach for Landslide Data Balancing and Spatial Prediction Based on Generative Adversarial Networks (GAN),"Husam A. H. Al-Najjar, Biswajeet Pradhan, Raju Sarkar, Ghassan Beydoun, Abdullah Alamri",2021,https://doi.org/10.3390/rs13194011,https://openalex.org/W3206337481,"Landslide susceptibility mapping has significantly progressed with improvements in machine learning techniques. However, the inventory/data imbalance (DI) problem remains one of the challenges in this domain. This problem exists as a good quality landslide inventory map, including a complete record of historical data, is difficult or expensive to collect. As such, this can considerably affect one’s ability to obtain a sufficient inventory or representative samples. This research developed a new approach based on generative adversarial networks (GAN) to correct imbalanced landslide datasets. The proposed method was tested at Chukha Dzongkhag, Bhutan, one of the most frequent landslide prone areas in the Himalayan region. The proposed approach was then compared with the standard methods such as the synthetic minority oversampling technique (SMOTE), dense imbalanced sampling, and sparse sampling (i.e., producing non-landslide samples as many as landslide samples). The comparisons were based on five machine learning models, including artificial neural networks (ANN), random forests (RF), decision trees (DT), k-nearest neighbours (kNN), and the support vector machine (SVM). The model evaluation was carried out based on overall accuracy (OA), Kappa Index, F1-score, and area under receiver operating characteristic curves (AUROC). The spatial database was established with a total of 269 landslides and 10 conditioning factors, including altitude, slope, aspect, total curvature, slope length, lithology, distance from the road, distance from the stream, topographic wetness index (TWI), and sediment transport index (STI). The findings of this study have shown that both GAN and SMOTE data balancing approaches have helped to improve the accuracy of machine learning models. According to AUROC, the GAN method was able to boost the models by reaching the maximum accuracy of ANN (0.918), RF (0.933), DT (0.927), kNN (0.878), and SVM (0.907) when default parameters used. With the optimum parameters, all models performed best with GAN at their highest accuracy of ANN (0.927), RF (0.943), DT (0.923) and kNN (0.889), except SVM obtained the highest accuracy of (0.906) with SMOTE. Our finding suggests that RF balanced with GAN can provide the most reasonable criterion for landslide prediction. This research indicates that landslide data balancing may substantially affect the predictive capabilities of machine learning models. Therefore, the issue of DI in the spatial prediction of landslides should not be ignored. Future studies could explore other generative models for landslide data balancing. By using state-of-the-art GAN, the proposed model can be considered in the areas where the data are limited or imbalanced."
Multi-hazard spatial modeling via ensembles of machine learning and meta-heuristic techniques,"Mojgan Bordbar, Hossein Aghamohammadi, Hamid Reza Pourghasemi, Zahra Azizi",2022,https://doi.org/10.1038/s41598-022-05364-y,https://openalex.org/W4210516638,"Abstract Considering the large number of natural disasters on the planet, many areas in the world are at risk of these hazards; therefore, providing an integrated map as a guide map for multiple natural hazards can be applied to save human lives and reduce financial losses. This study designed a multi-hazard map for three important hazards (earthquakes, floods, and landslides) to identify endangered areas in Kermanshah province located in western Iran using ensemble SWARA-ANFIS-PSO and SWARA-ANFIS-GWO models. In the first step, flood and landslide inventory maps were generated to identify at-risk areas. Then, the occurrence places for each hazard were divided into two groups for training susceptibility models (70%) and testing the models applied (30%). Factors affecting these hazards, including altitude, slope aspect, slope degree, plan curvature, distance to rivers, distance to roads, distance to the faults, rainfall, lithology, and land use, were used to generate susceptibility maps. The SWARA method was used to weigh the subclasses of the influencing factors in floods and landslides. In addition, a peak ground acceleration (PGA) map was generated to investigate earthquakes in the study area. In the next step, the ANFIS machine learning algorithm was used in combination with PSO and GWO meta-heuristic algorithms to train the data, and SWARA-ANFIS-PSO and SWARA-ANFIS-GWO susceptibility maps were separately generated for flood and landslide hazards. The predictive ability of the implemented models was validated using the receiver operating characteristics (ROC), root mean square error (RMSE), and mean square error (MSE) methods. The results showed that the SWARA-ANFIS-PSO ensemble model had the best performance in generating flood susceptibility maps with ROC = 0.936, RMS = 0.346, and MSE = 0.120. Furthermore, this model showed excellent results (ROC = 0.894, RMS = 0.410, and MSE = 0.168) for generating a landslide map. Finally, the best maps and PGA map were combined, and a multi-hazard map (MHM) was obtained for Kermanshah Province. This map can be used by managers and planners as a practical guide for sustainable development."
Semi-automated regional classification of the style of activity of slow rock-slope deformations using PS InSAR and SqueeSAR velocity data,"Chiara Crippa, Elena Valbuzzi, Paolo Frattini, Giovanni B. Crosta, Margherita Cecilia Spreafico, Federico Agliardi",2021,https://doi.org/10.1007/s10346-021-01654-0,https://openalex.org/W3141269485,"Abstract Large slow rock-slope deformations, including deep-seated gravitational slope deformations and large landslides, are widespread in alpine environments. They develop over thousands of years by progressive failure, resulting in slow movements that impact infrastructures and can eventually evolve into catastrophic rockslides. A robust characterization of their style of activity is thus required in a risk management perspective. We combine an original inventory of slow rock-slope deformations with different PS-InSAR and SqueeSAR datasets to develop a novel, semi-automated approach to characterize and classify 208 slow rock-slope deformations in Lombardia (Italian Central Alps) based on their displacement rate, kinematics, heterogeneity and morphometric expression. Through a peak analysis of displacement rate distributions, we characterize the segmentation of mapped landslides and highlight the occurrence of nested sectors with differential activity and displacement rates. Combining 2D decomposition of InSAR velocity vectors and machine learning classification, we develop an automatic approach to characterize the kinematics of each landslide. Then, we sequentially combine principal component and K-medoids cluster analyses to identify groups of slow rock-slope deformations with consistent styles of activity. Our methodology is readily applicable to different landslide datasets and provides an objective and cost-effective support to land planning and the prioritization of local-scale studies aimed at granting safety and infrastructure integrity."
Multi-Regional landslide detection using combined unsupervised and supervised machine learning,"Faraz S. Tehrani, Giorgio Santinelli, Meylin Herrera Herrera",2021,https://doi.org/10.1080/19475705.2021.1912196,https://openalex.org/W3156421991,"Landslide detection is concerned with delineating the extent of landslides. Most of existing works on landslide detection have limited geographical extents. Therefore, the models developed out of these studies might perform poorly when applied to regions with different characteristics. This study investigates an Object-Based Image Analysis methodology built on unsupervised and supervised Machine Learning to detect the location of landslides occurred in multiple regions across the world. The utilized data includes Sentinel-2 multi-spectral satellite imagery and ALOS Digital Elevation Model. In the segmentation stage, pre and post-landslide images undergo segmentation using K-means clustering. Following the segmentation stage and dataset preparation and removing highly-correlated features from the dataset, two Random Forest classifiers (RF1 and RF2) are trained and tested on two different datasets to measure the generalization level of the algorithms with RF1 dataset spanning over more geographical diversities than RF2 dataset. The results show that the RF models can successfully detect landslide segments with test precision = 0.96 and recall = 0.96 for RF1 and test precision = 0.90 and recall = 0.87 for RF2. Further validation shows that, compared to RF2, RF1 results in less mislabelled non-landslide segments."
Automated Landslide-Risk Prediction Using Web GIS and Machine Learning Models,"Naruephorn Tengtrairat, Wai Lok Woo, Phetcharat Parathai, Chuchoke Aryupong, Peerapong Jitsangiam, Damrongsak Rinchumphu",2021,https://doi.org/10.3390/s21134620,https://openalex.org/W3182161388,"Spatial susceptible landslide prediction is the one of the most challenging research areas which essentially concerns the safety of inhabitants. The novel geographic information web (GIW) application is proposed for dynamically predicting landslide risk in Chiang Rai, Thailand. The automated GIW system is coordinated between machine learning technologies, web technologies, and application programming interfaces (APIs). The new bidirectional long short-term memory (Bi-LSTM) algorithm is presented to forecast landslides. The proposed algorithm consists of 3 major steps, the first of which is the construction of a landslide dataset by using Quantum GIS (QGIS). The second step is to generate the landslide-risk model based on machine learning approaches. Finally, the automated landslide-risk visualization illustrates the likelihood of landslide via Google Maps on the website. Four static factors are considered for landslide-risk prediction, namely, land cover, soil properties, elevation and slope, and a single dynamic factor i.e., precipitation. Data are collected to construct a geospatial landslide database which comprises three historical landslide locations—Phu Chifa at Thoeng District, Ban Pha Duea at Mae Salong Nai, and Mai Salong Nok in Mae Fa Luang District, Chiang Rai, Thailand. Data collection is achieved using QGIS software to interpolate contour, elevation, slope degree and land cover from the Google satellite images, aerial and site survey photographs while the physiographic and rock type are on-site surveyed by experts. The state-of-the-art machine learning models have been trained i.e., linear regression (LR), artificial neural network (ANN), LSTM, and Bi-LSTM. Ablation studies have been conducted to determine the optimal parameters setting for each model. An enhancement method based on two-stage classifications has been presented to improve the landslide prediction of LSTM and Bi-LSTM models. The landslide-risk prediction performances of these models are subsequently evaluated using real-time dataset and it is shown that Bi-LSTM with Random Forest (Bi-LSTM-RF) yields the best prediction performance. Bi-LSTM-RF model has improved the landslide-risk predicting performance over LR, ANNs, LSTM, and Bi-LSTM in terms of the area under the receiver characteristic operator (AUC) scores by 0.42, 0.27, 0.46, and 0.47, respectively. Finally, an automated web GIS has been developed and it consists of software components including the trained models, rainfall API, Google API, and geodatabase. All components have been interfaced together via JavaScript and Node.js tool."
A Meta-Learning Approach of Optimisation for Spatial Prediction of Landslides,"Biswajeet Pradhan, Maher Ibrahim Sameen, Husam A. H. Al-Najjar, Daichao Sheng, Abdullah Alamri, Hyuck‐Jin Park",2021,https://doi.org/10.3390/rs13224521,https://openalex.org/W3213078216,"Optimisation plays a key role in the application of machine learning in the spatial prediction of landslides. The common practice in optimising landslide prediction models is to search for optimal/suboptimal hyperparameter values in a number of predetermined hyperparameter configurations based on an objective function, i.e., k-fold cross-validation accuracy. However, the overhead of hyperparameter optimisation can be prohibitive, especially for computationally expensive algorithms. This paper introduces an optimisation approach based on meta-learning for the spatial prediction of landslides. The proposed approach is tested in a dense tropical forested area of Cameron Highlands, Malaysia. Instead of optimising prediction models with a large number of hyperparameter configurations, the proposed approach begins with promising configurations based on several basic and statistical meta-features. The proposed meta-learning approach was tested based on Bayesian optimisation as a hyperparameter tuning algorithm and random forest (RF) as a prediction model. The spatial database was established with a total of 63 historical landslides and 15 conditioning factors. Three RF models were constructed based on (1) default parameters as suggested by the sklearn library, (2) parameters suggested by the Bayesian optimisation (BO), and (3) parameters suggested by the proposed meta-learning approach (BO-ML). Based on five-fold cross-validation accuracy, the Bayesian method achieved the best performance for both the training (0.810) and test (0.802) datasets. The meta-learning approach achieved slightly lower accuracies than the Bayesian method for the training (0.769) and test (0.800) datasets. Similarly, based on F1-score and area under the receiving operating characteristic curves (AUROC), the models with optimised parameters either by the Bayesian or meta-learning methods produced more accurate landslide susceptibility assessment than the model with the default parameters. In the present approach, instead of learning from scratch, the meta-learning would begin with hyperparameter configurations optimal for the most similar previous datasets, which can be considerably helpful and time-saving for landslide modelings."
Machine learning for predicting landslide risk of Rohingya refugee camp infrastructure,"Nahian Ahmed, Adnan Firoze, Rashedur M. Rahman",2020,https://doi.org/10.1080/24751839.2019.1704114,https://openalex.org/W3002134338,"Since the dawn of human civilization, forced migration scenarios have been witnessed in different regions and populations, and is still present in the twenty-first century. The current largest population of stateless refugees in the world, the Rohingya people, reside in the southeastern border region of Bangladesh. Due to rapid expansion of refugee camps and lack of suitable locations, a large proportion of the infrastructure are at risk of landslides. This study aims to use machine learning for predicting landslide risk of camp infrastructure using geospatial features. Four supervised classification algorithms have been employed viz., (i) Logistic Regression (LR), (ii) Multi-Layer Perceptron (MLP), (iii) Gradient Boosted Trees (GBT) and (iv) Random Forest (RF) and applied on preprocessing varied versions of features. Results show that RF achieves accuracy of 76.19% and AUC of 0.76 on un-scaled features which is higher than all other algorithms. The applications of the study reside in refugee management and landslide susceptibility mapping of Rohingya camps, which can both potentially save refugee lives and serve as a case study for global applications."
Deformation Prediction of Unstable Slopes Based on Real-Time Monitoring and DeepAR Model,"Mei Dong, Hongyu Wu, Hui Hu, Rafig Azzam, Liang Zhang, Zengrong Zheng, Xiaonan Gong",2020,https://doi.org/10.3390/s21010014,https://openalex.org/W3116760614,"With increased urbanization, accidents related to slope instability are frequently encountered in construction sites. The deformation and failure mechanism of a landslide is a complex dynamic process, which seriously threatens people’s lives and property. Currently, prediction and early warning of a landslide can be effectively performed by using Internet of Things (IoT) technology to monitor the landslide deformation in real time and an artificial intelligence algorithm to predict the deformation trend. However, if a slope failure occurs during the construction period, the builders and decision-makers find it challenging to effectively apply IoT technology to monitor the emergency and assist in proposing treatment measures. Moreover, for projects during operation (e.g., a motorway in a mountainous area), no recognized artificial intelligence algorithm exists that can forecast the deformation of steep slopes using the huge data obtained from monitoring devices. In this context, this paper introduces a real-time wireless monitoring system with multiple sensors for retrieving high-frequency overall data that can describe the deformation feature of steep slopes. The system was installed in the Qili connecting line of a motorway in Zhejiang Province, China, to provide a technical support for the design and implementation of safety solutions for the steep slopes. Most of the devices were retained to monitor the slopes even after construction. The machine learning Probabilistic Forecasting with Autoregressive Recurrent Networks (DeepAR) model based on time series and probabilistic forecasting was introduced into the project to predict the slope displacement. The predictive accuracy of the DeepAR model was verified by the mean absolute error, the root mean square error and the goodness of fit. This study demonstrates that the presented monitoring system and the introduced predictive model had good safety control ability during construction and good prediction accuracy during operation. The proposed approach will be helpful to assess the safety of excavated slopes before constructing new infrastructures."
Landslide Geometry Reveals its Trigger,"Kamal Rana, Uğur Öztürk, Nishant Malik",2021,https://doi.org/10.1029/2020gl090848,https://openalex.org/W3118822358,"Abstract Electronic databases of landslides seldom include the triggering mechanisms, rendering these inventories unusable for landslide hazard modeling. We present a method for classifying the triggering mechanisms of landslides in existing inventories, thus, allowing these inventories to aid in landslide hazard modeling corresponding to the correct event chain. Our method uses various geometric characteristics of landslides as the feature space for the machine‐learning classifier random forest , resulting in accurate and robust classifications of landslide triggers. We applied the method to six landslide inventories spread over the Japanese archipelago in several different tests and training configurations to demonstrate the effectiveness of our approach. We achieved mean accuracy ranging from 67% to 92%. We also provide an illustrative example of a real‐world usage scenario for our method using an additional inventory with unknown ground truth. Furthermore, our feature importance analysis indicates that landslides having identical trigger mechanisms exhibit similar geometric properties."
Machine learning driven landslide susceptibility prediction for the Uttarkashi region of Uttarakhand in India,"Poonam Kainthura, Neelam Sharma",2021,https://doi.org/10.1080/17499518.2021.1957484,https://openalex.org/W3183441472,"A landslip is derived from nature and sometimes caused by human activities that endanger humanity and habitation. This work focuses on landslide behaviour for sustainable landslide mitigation and susceptibility analysis. The current research aims to evaluate three state-of-the-art machine learning techniques including, Random Forest (RF), Backpropagation Neural Network (BPNN), and Bayesian Network (BN), to predict the landslide susceptibility for the Uttarakashi district, Uttarakhand (India). For this purpose, a total of 554 landslide locations and eleven influencing factors were integrated to construct a landslide susceptibility map. The landslide inventory data were separated into training and testing sets. The receiver operating characteristic (ROC) with other statistical metrics, including sensitivity, specificity, precision, recall, and accuracy, was applied to compare the performance of machine learning techniques. The results indicated that the area under the curve (AUC) value for the RF model (AUC=0.89) is high.Furthermore, our findings showed that the RF model performs the best among all the other models with the highest training and testing accuracy, 96% and 86%, respectively. The final landslide susceptibility map is grouped into three classes, i.e. Low, Moderate, and High. The study outcome would provide support to disaster management officials in effective decision-making to prioritise necessary actions."
Active-Learning Approaches for Landslide Mapping Using Support Vector Machines,"Zhihao Wang, Alexander Brenning",2021,https://doi.org/10.3390/rs13132588,https://openalex.org/W3183934280,"Ex post landslide mapping for emergency response and ex ante landslide susceptibility modelling for hazard mitigation are two important application scenarios that require the development of accurate, yet cost-effective spatial landslide models. However, the manual labelling of instances for training machine learning models is time-consuming given the data requirements of flexible data-driven algorithms and the small percentage of area covered by landslides. Active learning aims to reduce labelling costs by selecting more informative instances. In this study, two common active-learning strategies, uncertainty sampling and query by committee, are combined with the support vector machine (SVM), a state-of-the-art machine-learning technique, in a landslide mapping case study in order to assess their possible benefits compared to simple random sampling of training locations. By selecting more “informative” instances, the SVMs with active learning based on uncertainty sampling outperformed both random sampling and query-by-committee strategies when considering mean AUROC (area under the receiver operating characteristic curve) as performance measure. Uncertainty sampling also produced more stable performances with a smaller AUROC standard deviation across repetitions. In conclusion, under limited data conditions, uncertainty sampling reduces the amount of expert time needed by selecting more informative instances for SVM training. We therefore recommend incorporating active learning with uncertainty sampling into interactive landslide modelling workflows, especially in emergency response settings, but also in landslide susceptibility modelling."
Slope Failure Prediction Using Random Forest Machine Learning and LiDAR in an Eroded Folded Mountain Belt,"Aaron E. Maxwell, Maneesh Sharma, J. Steven Kite, Kurt Donaldson, James A. Thompson, Matthew Bell, Shannon Marie Maynard",2020,https://doi.org/10.3390/rs12030486,https://openalex.org/W3005358466,"The probabilistic mapping of landslide occurrence at a high spatial resolution and over a large geographic extent is explored using random forests (RF) machine learning; light detection and ranging (LiDAR)-derived terrain variables; additional variables relating to lithology, soils, distance to roads and streams and cost distance to roads and streams; and training data interpreted from high spatial resolution LiDAR-derivatives. Using a large training set and all predictor variables, an area under the receiver operating characteristic (ROC) curve (AUC) of 0.946 is obtained. Our findings highlight the value of a large training dataset, the incorporation of a variety of terrain variables and the use of variable window sizes to characterize the landscape at different spatial scales. We also document important variables for mapping slope failures. Our results suggest that feature selection is not required to improve the RF modeling results and that incorporating multiple models using different pseudo absence samples is not necessary. From our findings and based on a review of prior studies, we make recommendations for high spatial resolution, large-area slope failure probabilistic mapping."
Landslide Susceptibility Modeling Using Bagging-Based Positive-Unlabeled Learning,"Bangyu Wu, Weirong Qiu, Junxiong Jia, Naihao Liu",2020,https://doi.org/10.1109/lgrs.2020.2989497,https://openalex.org/W3024644232,"Landslide susceptibility mapping is a practical approach for identifying landslide-prone areas. In this letter, we apply a semisupervised learning method, positive unlabeled-bagging (PU-bagging) to generate a landslide susceptibility map over a study area from the Loess Plateau in North-Central China. PU-bagging deals with the lack of negative samples in a training set and uses only positive and unlabeled samples. We prove the effectiveness of our approach by comparing the PU-bagging decision tree (DT) generated landslide susceptibility map with the ground truth (known landslide locations), as well as by comparing its performance with three widely used models (logistic regression, support vector machine, and artificial neural network). The promising results and the fact that the method is general urge us to believe that the PU-bagging should be able to perform in other landslide-prone areas where only positive samples are provided."
Deep Learning as a Tool to Forecast Hydrologic Response for Landslide‐Prone Hillslopes,"Elijah Orland, Joshua J. Roering, Matthew A. Thomas, Benjamin B. Mirus",2020,https://doi.org/10.1029/2020gl088731,https://openalex.org/W3041593396,"Abstract Empirical thresholds for landslide warning systems have benefitted from the incorporation of soil‐hydrologic monitoring data, but the mechanistic basis for their predictive capabilities is limited. Although physically based hydrologic models can accurately simulate changes in soil moisture and pore pressure that promote landslides, their utility is restricted by high computational costs and nonunique parameterization issues. We construct a deep learning model using soil moisture, pore pressure, and rainfall monitoring data acquired from landslide‐prone hillslopes in Oregon, USA, to predict the timing and magnitude of hydrologic response at multiple soil depths for 36‐hr intervals. We find that observation records as short as 6 months are sufficient for accurate predictions, and our model captures hydrologic response for high‐intensity rainfall events even when those storm types are excluded from model training. We conclude that machine learning can provide an accurate and computationally efficient alternative to empirical methods or physical modeling for landslide hazard warning."
Landslide susceptibility mapping using state-of-the-art machine learning ensembles,"Binh Thai Pham, Vu Duy Vinh, Romulus Costache, Tran Van Phong, Trinh Quoc Ngo, Trung-Hieu Tran, Huu Duy Nguyen, Mahdis Amiri, Mai Thành Tân, Phan Trọng Trịnh, Hiep Van Le, Indra Prakash",2021,https://doi.org/10.1080/10106049.2021.1914746,https://openalex.org/W3153172698,"This study propose a new approach through which the landslide susceptibility in Quang Nam (Vietnam) will be estimated using the best model among the following algorithms: Decision Table (DT), Naïve Bayes (NB), Decision Table - Naïve Bayes (DTNB), Bagging Ensemble, Cascade Generalization Ensemble, Dagging Ensemble, Decorate Ensemble, MultiBoost Ensemble, MultiScheme Ensemble, Real Ada Boost Ensemble, Rotation Forest Ensemble, Random Sub Space Ensemble. In this regard, a map with 1130 landslide, was created and further partitioned into training (70%) and testing (30%) locations. The correlation-based features selections (CFS) method was used to select a number of 15 landslide influencing factors. Landslide locations, included in the training sample, and the landslide predictors were used as input data in order to run the above mentioned models. Kappa index, Accuracy (%) and ROC curve were employed to estimate the model’s performance and to test the outcomes provided by the models. Among the eleven machine learning algorithms, Random Sub Space Decision Table Naïve Bayes (RSSDTNB) was the most performant model with an AUC = 0.839, Accuracy = 76.55% and Kappa Index = 0.531. Therefore, this algorithm was involved in the estimation of landslide susceptibility. The Success Rate (AUC = 0.815) and Prediction Rate (AUC = 0.826) revealed the achievement of high-quality results."
Displacement Prediction of a Complex Landslide in the Three Gorges Reservoir Area (China) Using a Hybrid Computational Intelligence Approach,"Junwei Ma, Xiaoxu Niu, Huiming Tang, Yankun Wang, Tao Wen, Junrong Zhang",2020,https://doi.org/10.1155/2020/2624547,https://openalex.org/W3003220193,"Displacement prediction of reservoir landslide remains inherently uncertain since a complete understanding of the complex nonlinear, dynamic landslide system is still lacking. An appropriate quantification of predictive uncertainties is a key underpinning of displacement prediction and mitigation of reservoir landslide. A density prediction, offering a full estimation of the probability density for future outputs, is promising for quantification of the uncertainty of landslide displacement. In the present study, a hybrid computational intelligence approach is proposed to build a density prediction model of landslide displacement and quantify the associated predictive uncertainties. The hybrid computational intelligence approach consists of two steps: first, the input variables are selected through copula analysis; second, kernel-based support vector machine quantile regression (KSVMQR) is employed to perform density prediction. The copula-KSVMQR approach is demonstrated through a complex landslide in the Three Gorges Reservoir Area (TGRA), China. The experimental study suggests that the copula-KSVMQR approach is capable of construction density prediction by providing full probability density distributions of the prediction with perfect performance. In addition, different types of predictions, including interval prediction and point prediction, can be derived from the obtained density predictions with excellent performance. The results show that the mean prediction interval widths of the proposed approach at ZG287 and ZG289 are 27.30 and 33.04, respectively, which are approximately 60 percent lower than that obtained using the traditional bootstrap-extreme learning machine-artificial neural network (Bootstrap-ELM-ANN). Moreover, the obtained point predictions show great consistency with the observations, with correlation coefficients of 0.9998. Given the satisfactory performance, the presented copula-KSVMQR approach shows a great ability to predict landslide displacement."
A case-based method of selecting covariates for digital soil mapping,"Peng Liang, Cheng‐Zhi Qin, A‐Xing Zhu, Zhiwei Hou, Naiqing Fan, Yijie Wang",2020,https://doi.org/10.1016/s2095-3119(19)62857-1,https://openalex.org/W3037975905,"Selecting a proper set of covariates is one of the most important factors that influence the accuracy of digital soil mapping (DSM). The statistical or machine learning methods for selecting DSM covariates are not available for those situations with limited samples. To solve the problem, this paper proposed a case-based method which could formalize the covariate selection knowledge contained in practical DSM applications. The proposed method trained Random Forest (RF) classifiers with DSM cases extracted from the practical DSM applications and then used the trained classifiers to determine whether each one potential covariate should be used in a new DSM application. In this study, we took topographic covariates as examples of covariates and extracted 191 DSM cases from 56 peer-reviewed journal articles to evaluate the performance of the proposed case-based method by Leave-One-Out cross validation. Compared with a novices' commonly-used way of selecting DSM covariates, the proposed case-based method improved more than 30% accuracy according to three quantitative evaluation indices (i.e., recall, precision, and F1-score). The proposed method could be also applied to selecting the proper set of covariates for other similar geographical modeling domains, such as landslide susceptibility mapping, and species distribution modeling."
